timestamp,sensor_id,temperature,pressure,humidity
2025-06-01T20:30:00,TI-A001,39.53,1009.75,58.73
2025-06-01T20:35:00,TI-A002,24.22,989.89,66.88
2025-06-01T20:40:00,TI-B001,36.38,1000.85,66.34
2025-06-01T20:45:00,TI-B002,24.59,983.1,49.29
2025-06-01T20:50:00,TI-C001,24.52,992.79,62.01
2025-06-01T20:55:00,TI-A001,21.32,989.25,69.7
2025-06-01T21:00:00,TI-A002,34.95,982.57,55.38
2025-06-01T21:05:00,TI-B001,31.02,996.63,45.34
2025-06-01T21:10:00,TI-B002,28.08,1016.19,64.2
2025-06-01T21:15:00,TI-C001,34.69,1014.27,73.28
2025-06-01T21:20:00,TI-A001,27.13,980.24,52.59
2025-06-01T21:25:00,TI-A002,36.08,1014.14,82.67
2025-06-01T21:30:00,TI-B001,28.06,1009.9,62.31
2025-06-01T21:35:00,TI-B002,32.48,988.82,45.97
2025-06-01T21:40:00,TI-C001,28.46,981.16,51.81
2025-06-01T21:45:00,TI-A001,34.3,996.17,43.25
2025-06-01T21:50:00,TI-A002,29.22,985.11,66.11
2025-06-01T21:55:00,TI-B001,18.65,995.76,63.22
2025-06-01T22:00:00,TI-B002,18.65,1005.71,41.78
2025-06-01T22:05:00,TI-C001,29.08,982.01,53.96
2025-06-01T22:10:00,TI-A001,23.08,993.07,73.06
2025-06-01T22:15:00,TI-A002,27.1,1010.08,76.6
2025-06-01T22:20:00,TI-B001,24.05,983.28,35.97
2025-06-01T22:25:00,TI-B002,30.95,1020.0,52.5
2025-06-01T22:30:00,TI-C001,33.6,1011.25,67.59
2025-06-01T22:35:00,TI-A001,36.1,1017.98,44.97
2025-06-01T22:40:00,TI-A002,18.49,986.1,41.31
2025-06-01T22:45:00,TI-B001,34.07,1002.56,45.9
2025-06-01T22:50:00,TI-B002,34.79,1010.68,43.39
2025-06-01T22:55:00,TI-C001,32.57,1009.92,40.73
2025-06-01T23:00:00,TI-A001,37.66,1018.59,40.4
2025-06-01T23:05:00,TI-A002,18.62,992.48,68.87
2025-06-01T23:10:00,TI-B001,41.0,995.87,70.75
2025-06-01T23:15:00,TI-B002,19.82,1007.62,66.36
2025-06-01T23:20:00,TI-C001,20.45,1010.9,77.51
2025-06-01T23:25:00,TI-A001,32.41,984.84,84.19
2025-06-01T23:30:00,TI-A002,36.78,993.89,56.42
2025-06-01T23:35:00,TI-B001,26.89,1000.24,52.06
2025-06-01T23:40:00,TI-B002,38.39,1012.89,40.28
2025-06-01T23:45:00,TI-C001,41.06,1005.42,76.44
2025-06-01T23:50:00,TI-A001,34.98,997.42,71.69
2025-06-01T23:55:00,TI-A002,41.17,990.8,75.41
2025-06-02T00:00:00,TI-B001,30.92,999.34,56.78
2025-06-02T00:05:00,TI-B002,35.54,990.74,77.59
2025-06-02T00:10:00,TI-C001,37.94,983.47,79.08
2025-06-02T00:15:00,TI-A001,23.85,998.59,65.52
2025-06-02T00:20:00,TI-A002,27.1,981.15,77.55
2025-06-02T00:25:00,TI-B001,22.36,988.48,74.89
2025-06-02T00:30:00,TI-B002,26.17,1015.21,70.06
2025-06-02T00:35:00,TI-C001,24.63,980.41,82.4
2025-06-02T00:40:00,TI-A001,20.05,1008.8,59.43
2025-06-02T00:45:00,TI-A002,36.2,1007.62,67.3
2025-06-02T00:50:00,TI-B001,29.78,1011.72,39.65
2025-06-02T00:55:00,TI-B002,23.32,1007.67,50.31
2025-06-02T01:00:00,TI-C001,31.96,998.93,61.55
2025-06-02T01:05:00,TI-A001,28.21,1009.84,51.54
2025-06-02T01:10:00,TI-A002,34.87,990.84,47.57
2025-06-02T01:15:00,TI-B001,20.9,987.7,40.98
2025-06-02T01:20:00,TI-B002,30.86,1010.49,44.26
2025-06-02T01:25:00,TI-C001,23.19,999.37,71.23
2025-06-02T01:30:00,TI-A001,41.44,1000.99,49.15
2025-06-02T01:35:00,TI-A002,20.41,987.76,46.37
2025-06-02T01:40:00,TI-B001,22.31,980.57,61.71
2025-06-02T01:45:00,TI-B002,24.58,1018.97,62.67
2025-06-02T01:50:00,TI-C001,34.74,985.05,78.42
2025-06-02T01:55:00,TI-A001,29.78,1014.91,63.7
2025-06-02T02:00:00,TI-A002,29.27,997.62,44.22
2025-06-02T02:05:00,TI-B001,19.23,1017.64,58.89
2025-06-02T02:10:00,TI-B002,37.73,996.03,38.7
2025-06-02T02:15:00,TI-C001,33.11,982.14,42.46
2025-06-02T02:20:00,TI-A001,31.51,992.15,84.7
2025-06-02T02:25:00,TI-A002,20.84,1010.58,65.32
2025-06-02T02:30:00,TI-B001,36.98,989.03,61.13
2025-06-02T02:35:00,TI-B002,28.81,997.71,78.01
2025-06-02T02:40:00,TI-C001,41.76,992.22,66.05
2025-06-02T02:45:00,TI-A001,32.63,1009.6,82.38
2025-06-02T02:50:00,TI-A002,22.99,988.44,68.02
2025-06-02T02:55:00,TI-B001,21.77,986.95,38.75
2025-06-02T03:00:00,TI-B002,18.06,998.02,64.69
2025-06-02T03:05:00,TI-C001,24.99,989.26,70.35
2025-06-02T03:10:00,TI-A001,34.87,998.16,69.37
2025-06-02T03:15:00,TI-A002,40.17,1011.51,66.25
2025-06-02T03:20:00,TI-B001,33.87,1017.35,56.26
2025-06-02T03:25:00,TI-B002,31.07,1005.91,80.42
2025-06-02T03:30:00,TI-C001,37.84,982.86,43.3
2025-06-02T03:35:00,TI-A001,25.38,1009.96,63.46
2025-06-02T03:40:00,TI-A002,24.93,984.97,69.43
2025-06-02T03:45:00,TI-B001,34.79,1017.71,60.02
2025-06-02T03:50:00,TI-B002,29.85,983.22,36.99
2025-06-02T03:55:00,TI-C001,28.37,992.89,47.52
2025-06-02T04:00:00,TI-A001,20.19,1018.48,76.8
2025-06-02T04:05:00,TI-A002,31.8,1018.03,84.98
2025-06-02T04:10:00,TI-B001,34.13,990.78,37.01
2025-06-02T04:15:00,TI-B002,36.15,998.82,67.58
2025-06-02T04:20:00,TI-C001,39.99,987.26,64.27
2025-06-02T04:25:00,TI-A001,33.23,999.67,39.56
2025-06-02T04:30:00,TI-A002,26.35,993.33,68.51
2025-06-02T04:35:00,TI-B001,38.59,993.19,69.68
2025-06-02T04:40:00,TI-B002,24.92,1017.81,75.68
2025-06-02T04:45:00,TI-C001,31.2,998.19,50.73
2025-06-02T04:50:00,TI-A001,25.76,1018.81,55.21
2025-06-02T04:55:00,TI-A002,30.35,1019.52,67.88
2025-06-02T05:00:00,TI-B001,31.02,996.53,44.38
2025-06-02T05:05:00,TI-B002,26.68,1010.26,66.27
2025-06-02T05:10:00,TI-C001,36.24,988.14,62.46
2025-06-02T05:15:00,TI-A001,40.26,997.52,69.91
2025-06-02T05:20:00,TI-A002,20.91,1018.93,65.44
2025-06-02T05:25:00,TI-B001,23.74,986.34,62.54
2025-06-02T05:30:00,TI-B002,31.25,983.73,84.61
2025-06-02T05:35:00,TI-C001,39.91,998.46,40.87
2025-06-02T05:40:00,TI-A001,37.97,999.94,70.83
2025-06-02T05:45:00,TI-A002,30.21,990.94,76.74
2025-06-02T05:50:00,TI-B001,41.53,989.75,62.56
2025-06-02T05:55:00,TI-B002,27.21,1016.87,60.41
2025-06-02T06:00:00,TI-C001,39.1,1014.56,48.81
2025-06-02T06:05:00,TI-A001,36.96,996.6,81.71
2025-06-02T06:10:00,TI-A002,30.19,1012.82,49.14
2025-06-02T06:15:00,TI-B001,25.17,1003.48,84.95
2025-06-02T06:20:00,TI-B002,29.75,985.94,61.93
2025-06-02T06:25:00,TI-C001,26.28,1002.08,62.17
2025-06-02T06:30:00,TI-A001,28.93,992.87,44.43
2025-06-02T06:35:00,TI-A002,34.74,1002.87,46.68
2025-06-02T06:40:00,TI-B001,36.61,981.75,72.24
2025-06-02T06:45:00,TI-B002,34.93,1012.46,54.3
2025-06-02T06:50:00,TI-C001,33.93,1012.83,84.04
2025-06-02T06:55:00,TI-A001,29.89,981.48,60.11
2025-06-02T07:00:00,TI-A002,32.16,1014.79,78.71
2025-06-02T07:05:00,TI-B001,28.57,1001.04,57.85
2025-06-02T07:10:00,TI-B002,35.34,996.4,67.74
2025-06-02T07:15:00,TI-C001,21.7,998.78,83.46
2025-06-02T07:20:00,TI-A001,26.13,1007.71,67.49
2025-06-02T07:25:00,TI-A002,38.44,1014.09,77.97
2025-06-02T07:30:00,TI-B001,27.12,992.67,70.94
2025-06-02T07:35:00,TI-B002,36.23,1014.9,36.79
2025-06-02T07:40:00,TI-C001,19.64,1005.25,81.05
2025-06-02T07:45:00,TI-A001,41.94,1009.87,56.7
2025-06-02T07:50:00,TI-A002,20.36,1005.35,78.63
2025-06-02T07:55:00,TI-B001,28.65,1007.76,80.17
2025-06-02T08:00:00,TI-B002,19.1,1011.85,49.67
2025-06-02T08:05:00,TI-C001,27.0,985.82,61.56
2025-06-02T08:10:00,TI-A001,31.58,1011.7,43.5
2025-06-02T08:15:00,TI-A002,19.9,1014.83,65.99
2025-06-02T08:20:00,TI-B001,23.78,1016.51,42.16
2025-06-02T08:25:00,TI-B002,29.07,990.16,47.77
2025-06-02T08:30:00,TI-C001,18.23,1012.19,80.06
2025-06-02T08:35:00,TI-A001,34.26,986.32,57.09
2025-06-02T08:40:00,TI-A002,26.29,1003.5,66.95
2025-06-02T08:45:00,TI-B001,28.18,990.0,77.27
2025-06-02T08:50:00,TI-B002,22.78,995.39,59.16
2025-06-02T08:55:00,TI-C001,23.69,1002.88,63.74
2025-06-02T09:00:00,TI-A001,41.82,991.81,83.9
2025-06-02T09:05:00,TI-A002,33.8,990.98,63.3
2025-06-02T09:10:00,TI-B001,34.46,1009.79,37.45
2025-06-02T09:15:00,TI-B002,32.55,999.87,80.21
2025-06-02T09:20:00,TI-C001,24.87,1011.95,65.35
2025-06-02T09:25:00,TI-A001,26.46,1005.46,66.04
2025-06-02T09:30:00,TI-A002,34.27,1008.84,67.96
2025-06-02T09:35:00,TI-B001,38.12,1005.13,80.17
2025-06-02T09:40:00,TI-B002,33.51,992.36,57.04
2025-06-02T09:45:00,TI-C001,31.91,1009.29,39.51
2025-06-02T09:50:00,TI-A001,25.08,1009.9,43.78
2025-06-02T09:55:00,TI-A002,21.17,1001.58,83.57
2025-06-02T10:00:00,TI-B001,30.74,1016.54,76.52
2025-06-02T10:05:00,TI-B002,24.17,1012.99,59.09
2025-06-02T10:10:00,TI-C001,37.36,1009.86,51.94
2025-06-02T10:15:00,TI-A001,20.76,1018.52,42.04
2025-06-02T10:20:00,TI-A002,41.2,1014.41,71.21
2025-06-02T10:25:00,TI-B001,41.52,1018.69,75.23
2025-06-02T10:30:00,TI-B002,26.78,1011.63,35.7
2025-06-02T10:35:00,TI-C001,30.88,998.19,68.64
2025-06-02T10:40:00,TI-A001,34.14,1003.38,76.12
2025-06-02T10:45:00,TI-A002,40.57,984.33,46.69
2025-06-02T10:50:00,TI-B001,18.6,1015.37,63.07
2025-06-02T10:55:00,TI-B002,39.97,988.85,38.16
2025-06-02T11:00:00,TI-C001,37.77,1016.38,50.11
2025-06-02T11:05:00,TI-A001,27.8,985.59,82.31
2025-06-02T11:10:00,TI-A002,25.3,999.7,39.86
2025-06-02T11:15:00,TI-B001,39.29,985.43,57.68
2025-06-02T11:20:00,TI-B002,34.09,1009.73,82.3
2025-06-02T11:25:00,TI-C001,28.06,1009.69,42.73
2025-06-02T11:30:00,TI-A001,27.96,983.96,59.47
2025-06-02T11:35:00,TI-A002,27.79,1018.06,36.64
2025-06-02T11:40:00,TI-B001,26.89,997.74,82.53
2025-06-02T11:45:00,TI-B002,38.53,983.97,69.28
2025-06-02T11:50:00,TI-C001,31.07,1019.11,52.93
2025-06-02T11:55:00,TI-A001,27.56,987.59,41.11
2025-06-02T12:00:00,TI-A002,38.35,998.19,68.14
2025-06-02T12:05:00,TI-B001,33.4,1003.89,36.07
2025-06-02T12:10:00,TI-B002,36.88,989.74,41.3
2025-06-02T12:15:00,TI-C001,31.55,982.74,73.26
2025-06-02T12:20:00,TI-A001,22.97,988.64,78.48
2025-06-02T12:25:00,TI-A002,25.89,985.9,80.03
2025-06-02T12:30:00,TI-B001,18.07,1014.34,42.23
2025-06-02T12:35:00,TI-B002,21.12,990.03,43.72
2025-06-02T12:40:00,TI-C001,33.87,981.03,35.74
2025-06-02T12:45:00,TI-A001,36.96,989.52,51.19
2025-06-02T12:50:00,TI-A002,22.18,982.1,72.09
2025-06-02T12:55:00,TI-B001,30.63,1009.83,58.81
2025-06-02T13:00:00,TI-B002,36.67,1000.53,40.45
2025-06-02T13:05:00,TI-C001,30.09,1017.82,37.17
2025-06-02T13:10:00,TI-A001,36.8,1014.68,61.07
2025-06-02T13:15:00,TI-A002,28.99,1018.56,38.04
2025-06-02T13:20:00,TI-B001,29.5,996.06,69.3
2025-06-02T13:25:00,TI-B002,29.77,1016.39,38.67
2025-06-02T13:30:00,TI-C001,19.94,1004.33,38.28
2025-06-02T13:35:00,TI-A001,24.6,1005.32,62.42
2025-06-02T13:40:00,TI-A002,25.8,1019.79,61.53
2025-06-02T13:45:00,TI-B001,28.89,1004.22,39.96
2025-06-02T13:50:00,TI-B002,34.84,1014.11,67.55
2025-06-02T13:55:00,TI-C001,36.46,1008.83,45.75
2025-06-02T14:00:00,TI-A001,28.84,989.14,51.95
2025-06-02T14:05:00,TI-A002,28.88,996.64,39.75
2025-06-02T14:10:00,TI-B001,28.24,1006.6,53.72
2025-06-02T14:15:00,TI-B002,21.66,1016.92,38.36
2025-06-02T14:20:00,TI-C001,37.96,983.73,39.83
2025-06-02T14:25:00,TI-A001,35.73,1012.47,62.82
2025-06-02T14:30:00,TI-A002,32.08,1002.46,51.48
2025-06-02T14:35:00,TI-B001,20.93,994.14,68.27
2025-06-02T14:40:00,TI-B002,36.01,1014.72,71.05
2025-06-02T14:45:00,TI-C001,41.24,1004.02,52.58
2025-06-02T14:50:00,TI-A001,31.87,988.51,67.84
2025-06-02T14:55:00,TI-A002,23.38,984.33,77.27
2025-06-02T15:00:00,TI-B001,26.82,1010.5,63.71
2025-06-02T15:05:00,TI-B002,37.37,1013.81,83.73
2025-06-02T15:10:00,TI-C001,37.64,1004.54,67.13
2025-06-02T15:15:00,TI-A001,18.63,1017.16,76.47
2025-06-02T15:20:00,TI-A002,24.42,987.22,70.13
2025-06-02T15:25:00,TI-B001,25.42,993.59,35.31
2025-06-02T15:30:00,TI-B002,38.88,1002.65,55.04
2025-06-02T15:35:00,TI-C001,21.4,1005.33,36.53
2025-06-02T15:40:00,TI-A001,35.91,988.61,55.99
2025-06-02T15:45:00,TI-A002,26.18,994.8,71.08
2025-06-02T15:50:00,TI-B001,36.64,1002.7,39.25
2025-06-02T15:55:00,TI-B002,19.26,986.3,65.89
2025-06-02T16:00:00,TI-C001,34.18,990.88,68.1
2025-06-02T16:05:00,TI-A001,29.66,997.68,48.66
2025-06-02T16:10:00,TI-A002,36.12,984.55,56.5
2025-06-02T16:15:00,TI-B001,24.8,1007.14,59.33
2025-06-02T16:20:00,TI-B002,34.01,981.82,54.76
2025-06-02T16:25:00,TI-C001,32.38,980.31,50.07
2025-06-02T16:30:00,TI-A001,23.07,985.49,47.78
2025-06-02T16:35:00,TI-A002,25.87,980.31,72.35
2025-06-02T16:40:00,TI-B001,22.22,995.21,70.18
2025-06-02T16:45:00,TI-B002,30.01,1013.33,75.31
2025-06-02T16:50:00,TI-C001,19.73,1014.47,37.12
2025-06-02T16:55:00,TI-A001,18.45,1016.85,78.11
2025-06-02T17:00:00,TI-A002,31.82,1002.94,70.47
2025-06-02T17:05:00,TI-B001,28.02,984.61,36.04
2025-06-02T17:10:00,TI-B002,25.79,1012.05,65.91
2025-06-02T17:15:00,TI-C001,37.97,1016.79,39.41
2025-06-02T17:20:00,TI-A001,38.27,989.73,64.44
2025-06-02T17:25:00,TI-A002,30.58,995.83,50.51
2025-06-02T17:30:00,TI-B001,26.15,993.32,43.41
2025-06-02T17:35:00,TI-B002,30.25,984.56,60.5
2025-06-02T17:40:00,TI-C001,39.74,993.98,71.37
2025-06-02T17:45:00,TI-A001,37.65,1012.6,46.81
2025-06-02T17:50:00,TI-A002,21.51,987.89,65.12
2025-06-02T17:55:00,TI-B001,36.25,1006.22,43.86
2025-06-02T18:00:00,TI-B002,36.55,999.76,72.72
2025-06-02T18:05:00,TI-C001,36.24,997.96,81.21
2025-06-02T18:10:00,TI-A001,31.55,1005.41,66.23
2025-06-02T18:15:00,TI-A002,38.74,1005.09,42.55
2025-06-02T18:20:00,TI-B001,19.64,997.69,50.14
2025-06-02T18:25:00,TI-B002,24.59,982.25,60.37
2025-06-02T18:30:00,TI-C001,25.45,998.08,37.84
2025-06-02T18:35:00,TI-A001,37.96,983.07,78.21
2025-06-02T18:40:00,TI-A002,38.53,1004.6,60.35
2025-06-02T18:45:00,TI-B001,29.11,1002.17,74.59
2025-06-02T18:50:00,TI-B002,39.5,997.99,75.49
2025-06-02T18:55:00,TI-C001,33.64,992.86,58.78
2025-06-02T19:00:00,TI-A001,21.62,982.47,40.18
2025-06-02T19:05:00,TI-A002,39.58,993.74,70.72
2025-06-02T19:10:00,TI-B001,30.11,986.9,47.39
2025-06-02T19:15:00,TI-B002,28.51,997.58,61.14
2025-06-02T19:20:00,TI-C001,21.81,994.91,49.14
2025-06-02T19:25:00,TI-A001,27.81,993.53,64.89
2025-06-02T19:30:00,TI-A002,36.94,1005.89,38.3
2025-06-02T19:35:00,TI-B001,20.27,1007.14,49.21
2025-06-02T19:40:00,TI-B002,35.37,1006.26,80.32
2025-06-02T19:45:00,TI-C001,38.96,993.33,64.14
2025-06-02T19:50:00,TI-A001,21.39,993.99,83.38
2025-06-02T19:55:00,TI-A002,34.76,995.68,64.75
2025-06-02T20:00:00,TI-B001,40.51,992.38,53.83
2025-06-02T20:05:00,TI-B002,37.0,1012.53,68.51
2025-06-02T20:10:00,TI-C001,37.9,1009.55,69.27
2025-06-02T20:15:00,TI-A001,30.63,1005.84,56.17
2025-06-02T20:20:00,TI-A002,26.68,994.5,44.01
2025-06-02T20:25:00,TI-B001,23.14,1017.91,59.31
2025-06-02T20:30:00,TI-B002,23.44,985.5,38.86
2025-06-02T20:35:00,TI-C001,38.27,984.05,73.54
2025-06-02T20:40:00,TI-A001,38.04,1015.35,36.89
2025-06-02T20:45:00,TI-A002,26.08,1010.65,41.55
2025-06-02T20:50:00,TI-B001,27.04,986.49,76.57
